宝马3系 2013款 320Li 时尚型,2014年,5.3万公里,到店服务,18.94万,38.50万
丰田 威驰 2017款 1.3L 手动锐行版,2017年,2.6万公里,到店服务,5.31万,8.00万
大众 朗逸 2013款 经典 1.6L 手动风尚版,2013年,7.4万公里,到店服务,4.60万,
别克 英朗 2013款 GT 1.6L 自动舒适版,2015年,3.1万公里,到店服务,6.31万,
别克GL8 2014款 2.4L 行政版,2014年,11.9万公里,到店服务,10.06万,26.90万
福特 蒙迪欧-致胜 2011款 2.3L 时尚型,2013年,7.8万公里,到店服务,6.84万,19.50万
日产 劲客 2017款 1.5L CVT酷享版,2018年,1.0万公里,到店服务,9.17万,13.30万
大众 桑塔纳 2016款 1.4L 手动风尚版,2017年,3.4万公里,到店服务,4.84万,9.20万
吉利 帝豪 2018款 1.5L 手动豪华型,2018年,2.1万公里,到店服务,5.17万,
大众POLO 2013款 1.4L 手动舒适版,2013年,3.4万公里,到店服务,3.59万,10.30万
福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,2017年,1.5万公里,到店服务,7.55万,13.80万
比亚迪S6 2014款 1.5TI 手动尊贵型 7座,2015年,4.5万公里,到店服务,3.98万,
雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,2014年,5.9万公里,到店服务,7.46万,
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2016年,1.7万公里,到店服务,4.30万,8.10万
别克 凯越 2011款 1.6LE-AT,2011年,3.7万公里,到店服务,3.34万,12.80万
别克 君越 2013款 2.4L SIDI领先舒适型,2015年,4.5万公里,到店服务,12.51万,25.60万
奇瑞 瑞虎3 2014款 1.6L CVT智尚版,2015年,3.7万公里,到店服务,4.70万,9.50万
长安CS75 2016款 2.0L 手动豪华型 国IV,2016年,2.3万公里,到店服务,6.62万,12.10万
别克 君越 2012款 2.4L SIDI豪雅版,2013年,9.5万公里,到店服务,8.60万,27.80万
吉利 经典帝豪 2013款 两厢 1.5L 手动进取型,2015年,2.0万公里,到店服务,3.34万,7.50万
别克 君越 2014款 2.0T SIDI 精英技术型,2016年,5.2万公里,到店服务,13.45万,29.30万
东南DX7 2015款 1.5T 自动豪华型,2016年,6.4万公里,到店服务,6.84万,14.10万
雪佛兰 科鲁兹 2012款 1.6L SE MT,2012年,5.4万公里,到店服务,3.80万,13.00万
标致301 2016款 1.6L 手动舒适版,2016年,4.5万公里,到店服务,4.36万,9.30万
凯迪拉克ATS 2014款 28T 领先型(进口),2014年,5.6万公里,到店服务,13.79万,47.50万
凯迪拉克SRX 2015款 3.0L 舒适型(进口),2019年,3.1万公里,到店服务,21.00万,43.40万
奥迪A4L 2013款 35 TFSI 自动标准型,2013年,8.0万公里,到店服务,15.22万,33.60万
大众 凌渡 2015款 230TSI 手动风尚版,2016年,5.7万公里,到店服务,8.30万,15.80万
宝马5系 2013款 525Li 领先型,2013年,7.4万公里,到店服务,21.53万,49.90万
奥迪A4L 2012款 2.0 TFSI 自动舒适型,2012年,5.5万公里,到店服务,13.30万,
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2015年,4.4万公里,到店服务,11.00万,22.00万
大众 2016款 途安L 280TSI 自动舒适版,2017年,2.7万公里,到店服务,13.00万,20.30万
大众 帕萨特 2014款 2.0TSI DSG御尊导航版,2014年,8.6万公里,到店服务,14.20万,28.00万
现代 途胜 2015款 1.6T 双离合两驱智能型,2017年,2.7万公里,到店服务,11.60万,19.50万
别克 君越 2013款 2.4L SIDI领先舒适型,2015年,13.7万公里,到店服务,10.90万,25.60万
现代 全新胜达 2013款 改款 2.4L 自动四驱智能型,2014年,11.0万公里,到店服务,10.49万,
现代 名图 2016款 1.8L 自动智能型GLS,2016年,5.6万公里,到店服务,8.85万,
现代 途胜 2009款 2.0L 手动两驱时尚型,2012年,7.6万公里,到店服务,4.45万,
大众 迈腾 2015款 1.8TSI 领先型,2014年,2.7万公里,到店服务,13.10万,23.90万
大众 桑塔纳 2016款 1.4L 手动风尚版,2018年,1.1万公里,到店服务,5.26万,9.20万
别克 凯越 2013款 1.5L 手动经典型,2014年,7.3万公里,到店服务,3.67万,10.50万
猎豹CS10 2016款 2.0T 手动风尚型,2017年,2.1万公里,到店服务,6.30万,11.50万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2013年,5.6万公里,到店服务,4.56万,
别克 威朗 2015款 三厢 20T 双离合领先型,2016年,4.2万公里,到店服务,8.66万,
现代 途胜 2015款 1.6T 双离合两驱智能型,2016年,5.0万公里,到店服务,10.95万,
福特 福克斯 2017款 三厢 EcoBoost 125 手动超能风尚型智行版,2017年,2.5万公里,到店服务,7.11万,14.20万
哈弗H6 Coupe 2016款 蓝标 1.5T 手动两驱都市型,2016年,5.7万公里,到店服务,6.73万,11.80万
别克 英朗 2013款 GT 1.6L 自动时尚版,2014年,5.4万公里,到店服务,6.00万,16.60万
别克 君威 2015款 2.0L 领先时尚型,2015年,7.8万公里,到店服务,9.10万,
雪佛兰 科鲁兹 2012款 1.6L SE MT,2012年,6.5万公里,到店服务,3.60万,13.00万
起亚K4 2014款 1.8L 自动DLX,2015年,7.0万公里,到店服务,8.20万,17.20万
别克 英朗 2012款 XT 1.6L 自动时尚版,2014年,2.5万公里,到店服务,5.90万,16.30万
雪佛兰 迈锐宝 2013款 2.4L 自动豪华版,2013年,4.3万公里,到店服务,7.50万,21.70万
比亚迪 思锐 2013款 1.5TI 手动尊享型,2014年,2.9万公里,到店服务,4.13万,
英致G3 2016款 G3S 1.5L CVT精英版,2017年,0.7万公里,到店服务,4.11万,
日产 骊威 2010款 劲悦版 1.6L 自动全能型,2011年,7.8万公里,到店服务,3.79万,10.40万
日产 逍客 2011款 2.0XV 雷 CVT 2WD,2011年,8.9万公里,到店服务,6.18万,19.60万
雪佛兰 科鲁兹 2013款 1.6L SE MT,2013年,4.9万公里,到店服务,4.00万,13.00万
起亚K2 2015款 三厢 1.4L MT GLS,2015年,2.9万公里,到店服务,4.30万,8.50万
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,2013年,3.0万公里,到店服务,5.60万,12.30万
奔驰C级 2015款 改款 C 180 L 运动型,2016年,3.8万公里,到店服务,23.40万,35.40万
标致308 2014款 乐享版 经典 1.6L 手动优尚型,2015年,5.1万公里,到店服务,4.40万,11.50万
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,2016年,4.7万公里,到店服务,6.80万,
大众 迈腾 2015款 改款 1.8TSI 豪华型,2015年,5.4万公里,到店服务,13.17万,
雪佛兰 科鲁兹 2012款 1.6L SE MT,2011年,13.1万公里,到店服务,3.00万,
宝马3系 2013款 320Li 时尚型,2013年,6.5万公里,到店服务,16.30万,
宝马3系 2010款 320i豪华型(进口),2010年,7.1万公里,到店服务,9.00万,40.70万
本田 思域 2009款 1.8L 自动豪华版,2011年,13.2万公里,到店服务,5.15万,18.20万
奥迪Q5 2016款 40 TFSI 技术型,2016年,7.0万公里,到店服务,25.00万,46.40万
大众 2016款 途安L 280TSI 自动舒适版,2017年,2.7万公里,到店服务,13.00万,20.30万
Jeep 指南者 2014款 2.0L 两驱豪华版(进口),2014年,7.7万公里,到店服务,10.04万,26.40万
大众 2016款 途安L 280TSI 自动舒适版,2017年,1.0万公里,到店服务,12.97万,20.30万
吉利 博瑞 2015款 1.8T 旗舰型,2015年,4.9万公里,到店服务,9.34万,19.20万
长安CX20 2014款 1.4L 手动天窗导航版 国V,2015年,2.5万公里,到店服务,2.55万,
斯柯达 明锐 2017款 1.6L 手动智行版,2016年,5.7万公里,到店服务,7.14万,
标致408 2015款 1.2T 自动豪华版,2015年,3.2万公里,到店服务,7.94万,
斯柯达Yeti 2014款 1.4TSI DSG野驱版,2016年,10.4万公里,到店服务,9.00万,23.90万
吉利 帝豪 2014款 三厢 1.5L 手动精英型,2015年,7.6万公里,到店服务,3.59万,8.30万
雪佛兰 科鲁兹 2012款 1.6L SL MT,2013年,6.9万公里,到店服务,3.78万,
大众 桑塔纳 2013款 1.4L 手动风尚版,2014年,9.6万公里,到店服务,3.50万,9.20万
别克GL8 2014款 2.4L 经典版,2015年,12.9万公里,到店服务,10.12万,22.70万
哈弗H6 2011款 2.0L 手动两驱精英型,2012年,8.8万公里,到店服务,3.29万,11.50万
大众 迈腾 2013款 1.8TSI 豪华型,2012年,11.5万公里,到店服务,9.22万,25.30万
起亚 索兰托 2009款 2.4L 豪华版(进口),2011年,9.5万公里,到店服务,7.00万,27.10万
奇瑞 艾瑞泽5 2016款 1.5L 手动领潮版,2016年,3.0万公里,到店服务,3.60万,6.90万
别克 君威 2012款 2.0L 舒适版,2013年,4.1万公里,到店服务,7.98万,20.20万
大众 速腾 2012款 1.4TSI 自动豪华型,2014年,6.2万公里,到店服务,8.21万,18.20万
福特 福睿斯 2015款 1.5L 手动时尚型,2015年,6.2万公里,到店服务,4.80万,11.70万
传祺GS4 2015款 200T 手动精英版,2015年,9.6万公里,到店服务,5.36万,11.80万
起亚K4 2014款 1.8L 自动DLX,2015年,7.0万公里,到店服务,8.20万,17.20万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2015年,4.2万公里,到店服务,11.90万,22.00万
众泰T700 2017款 1.8T 双离合尊贵型,2018年,0.4万公里,到店服务,10.02万,15.20万
起亚K2 2012款 两厢 1.4L AT GLS纪念版,2012年,6.2万公里,到店服务,3.80万,9.30万
长城M4 2012款 1.5L 手动舒适型,2013年,5.7万公里,到店服务,2.90万,6.90万
大众 朗行 2013款 1.4TSI 自动舒适型,2015年,6.7万公里,到店服务,7.68万,16.40万
标致2008 2014款 1.6L 自动时尚版,2014年,4.0万公里,到店服务,6.29万,13.20万
现代 索纳塔八 2013款 2.4L 自动领先版 国IV,2013年,11.2万公里,到店服务,8.00万,21.70万
江淮 瑞风S3 2015款 1.5L 手动豪华智能尊享版,2015年,6.0万公里,到店服务,3.99万,8.60万
大众 朗逸 2013款 改款 1.4TSI DSG舒适版,2014年,6.3万公里,到店服务,7.20万,16.10万
别克 英朗 2016款 15N 自动精英型,2016年,7.0万公里,到店服务,7.50万,13.80万
日产 逍客 2016款 1.2T 手动时尚版,2016年,2.5万公里,到店服务,8.76万,15.20万
荣威360 2015款 1.5L 自动豪华版,2016年,3.8万公里,到店服务,5.40万,9.80万
别克 昂科威 2016款 20T 两驱领先型,2016年,4.3万公里,到店服务,12.00万,23.90万
奥迪Q5 2013款 40 TFSI 技术型,2013年,12.9万公里,到店服务,19.48万,46.40万
奔驰C级 2011款 C 180K 经典型,2012年,5.0万公里,到店服务,13.57万,33.40万
吉利 远景X3 2017款 1.5L 自动尊贵型,2017年,2.1万公里,到店服务,4.75万,7.20万
起亚K2 2011款 三厢 1.4L MT GLS,2011年,5.4万公里,到店服务,2.75万,8.50万
别克 昂科威 2017款 20T 两驱精英型,2017年,1.9万公里,到店服务,13.80万,
马自达3星骋 2012款 两厢 1.6L 手动舒适型,2012年,5.2万公里,到店服务,3.71万,12.20万
宝马5系 2014款 525Li 豪华设计套装,2014年,14.6万公里,到店服务,24.80万,
雪铁龙C5 2014款 1.6T 自动尊享型,2015年,4.6万公里,到店服务,8.80万,20.60万
大众CC 2012款 2.0TSI 至尊型,2013年,10.8万公里,到店服务,13.43万,32.90万
别克 君威 2014款 2.0L 领先时尚型,2014年,4.3万公里,到店服务,8.19万,19.40万
吉利 帝豪 2018款 1.5L 手动豪华型,2018年,2.1万公里,到店服务,5.15万,
荣威350 2011款 350S 1.5L 手动迅驰版,2012年,3.8万公里,到店服务,2.73万,9.70万
力帆 轩朗 2017款 2.0L 手动舒适型,2017年,0.7万公里,到店服务,4.82万,8.60万
标致3008 2013款 2.0L 自动潮流版,2014年,5.9万公里,到店服务,7.45万,
别克 君越 2013款 2.4L SIDI精英舒适型,2013年,3.6万公里,到店服务,10.98万,27.80万
宝骏510 2017款 1.5L 手动时尚型,2017年,1.6万公里,到店服务,4.37万,6.80万
吉利 帝豪 2015款 三厢 1.5L 手动向上版,2015年,3.2万公里,到店服务,3.78万,8.70万
本田 锋范经典 2012款 1.5L 手动舒适版,2015年,5.8万公里,到店服务,4.58万,9.70万
大众 途观 2016款 300TSI 自动两驱风尚版,2015年,4.6万公里,到店服务,13.58万,23.00万
大众 速腾 2012款 1.6L 自动舒适型,2013年,4.0万公里,到店服务,7.36万,
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2015年,3.8万公里,到店服务,10.97万,
比亚迪L3 2013款 1.5L 自动舒适型,2013年,2.3万公里,到店服务,2.80万,6.60万
大众 速腾 2012款 1.6L 手动舒适型,2012年,8.8万公里,到店服务,5.69万,
大众 朗逸 2011款 1.6L 自动品悠版,2011年,6.5万公里,到店服务,4.20万,13.50万
菲亚特 菲翔 2012款 1.4T 自动悦享版,2014年,4.8万公里,到店服务,5.00万,13.30万
中华V3 2016款 1.5L 手动智能型,2016年,5.4万公里,到店服务,4.15万,
雪铁龙C2 2012款 1.6L 自动运动型,2013年,5.3万公里,到店服务,2.80万,9.70万
大众 朗逸 2015款 1.6L 手动舒适版,2017年,2.4万公里,到店服务,7.50万,13.60万
比亚迪 速锐 2014款 1.5L 手动尊贵型,2014年,5.8万公里,到店服务,3.12万,
大众 高尔夫 2011款 1.6 自动舒适型,2011年,8.3万公里,到店服务,5.50万,15.20万
别克GL8 2011款 2.4L CT舒适版,2013年,13.3万公里,到店服务,8.60万,24.70万
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,2015年,0.7万公里,到店服务,5.50万,11.90万
雪佛兰 科帕奇 2014款 2.4L 四驱旗舰版 7座,2015年,1.9万公里,到店服务,12.00万,22.80万
菲亚特 菲翔 2012款 1.4T 自动劲享版,2014年,5.5万公里,到店服务,4.70万,15.10万
标致301 2016款 1.6L 自动舒适版,2017年,1.9万公里,到店服务,6.00万,10.60万
雪佛兰 科鲁兹 2015款 掀背 1.6L 自动舒适版,2016年,4.2万公里,到店服务,6.50万,13.40万
奔腾X80 2013款 2.0L 自动豪华型,2016年,3.5万公里,到店服务,7.50万,15.80万
别克 英朗 2012款 GT 1.6L 手动进取版,2012年,13.3万公里,到店服务,3.48万,14.90万
捷豹XF 2013款 XF 2.0T 风华版,2013年,4.7万公里,到店服务,21.12万,59.70万
大众 帕萨特 2014款 1.8TSI DSG御尊版,2014年,7.4万公里,到店服务,10.58万,26.00万
奥迪Q5 2013款 40 TFSI 舒适型,2013年,3.2万公里,到店服务,22.98万,
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2017年,2.0万公里,到店服务,14.00万,21.40万
现代 朗动 2012款 1.6L 手动领先型,2013年,7.0万公里,到店服务,4.50万,
雷诺 科雷嘉 2016款 2.0L 两驱尊贵版,2016年,3.6万公里,到店服务,11.00万,21.40万
大众 朗逸 2017款 1.6L 自动舒适版,2017年,2.2万公里,到店服务,9.09万,
斯柯达 昕锐 2015款 1.6L 手动乐选型,2016年,4.7万公里,到店服务,4.50万,9.20万
别克 凯越 2011款 1.6LE-AT,2011年,5.2万公里,到店服务,2.92万,
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,2013年,8.2万公里,到店服务,8.27万,19.70万
雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,2012年,12.0万公里,到店服务,7.42万,28.60万
起亚K3 2013款 1.6L 手动GLS,2014年,3.2万公里,到店服务,4.90万,12.50万
现代 索纳塔八 2013款 2.0L 自动豪华版,2014年,6.5万公里,到店服务,8.40万,20.60万
北汽绅宝 绅宝X55 2016款 1.5L 手动舒适版,2017年,2.4万公里,到店服务,4.39万,
吉利 帝豪 2014款 三厢 1.5L 手动精英型,2015年,5.0万公里,到店服务,3.59万,
东南DX7 2015款 1.5T 自动豪华型,2016年,4.6万公里,到店服务,6.76万,14.10万
大众 帕萨特 2013款 1.4TSI DSG尊荣版,2013年,5.6万公里,到店服务,9.50万,22.70万
斯柯达Yeti 2014款 1.4TSI DSG野驱版,2014年,6.7万公里,到店服务,8.50万,23.90万
起亚K3 2013款 1.6L 自动GLS,2013年,11.2万公里,到店服务,5.00万,13.50万
大众 捷达 2013款 1.6L 手动舒适型,2013年,5.1万公里,到店服务,3.94万,10.70万
雪佛兰 科鲁兹 2013款 1.8L SE AT,2014年,4.0万公里,到店服务,5.30万,14.90万
日产 逍客 2008款 20X雷 CVT 2WD,2009年,13.6万公里,到店服务,5.50万,20.50万
斯柯达 晶锐 2017款 1.4L 自动车享版,2017年,0.8万公里,到店服务,5.86万,9.20万
标致308 2012款 1.6L 自动优尚型,2012年,6.1万公里,到店服务,4.00万,12.40万
雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,2014年,7.9万公里,到店服务,6.25万,17.20万
吉利 远景 2016款 1.5L 自动幸福版,2016年,4.4万公里,到店服务,4.10万,7.30万
起亚K2 2015款 三厢 1.4L MT GLS,2016年,4.3万公里,到店服务,4.01万,8.50万
雪佛兰 科鲁兹 2012款 1.8L SE AT,2013年,7.9万公里,到店服务,4.51万,
比亚迪S6 2011款 2.0L 手动尊贵型,2012年,6.3万公里,到店服务,3.12万,11.70万
吉利 博越 2016款 1.8TD 自动智尊型,2018年,0.4万公里,到店服务,11.24万,
大众 帕萨特 2011款 2.0TSI DSG御尊版,2011年,6.2万公里,到店服务,10.24万,27.70万
雪佛兰 科鲁兹 2009款 1.6L SE MT,2011年,8.5万公里,到店服务,3.00万,13.00万
大众 宝来 2012款 1.6L 自动时尚型,2011年,4.2万公里,到店服务,4.50万,13.00万
菲亚特 菲翔 2012款 1.4T 自动劲享版,2014年,6.5万公里,到店服务,5.15万,15.10万
现代 朗动 2015款 1.6L 手动领先型,2016年,2.6万公里,到店服务,6.60万,12.60万
福特 福克斯 2012款 三厢 1.6L 手动风尚型,2013年,12.8万公里,到店服务,4.80万,14.40万
大众 高尔夫 2011款 1.6 自动舒适型,2012年,6.4万公里,|,7.00万,15.20万
传祺GS4 2017款 235T 自动两驱豪华智联版,1.2万公里,到店服务,|,10.10万,15.60万
哈弗H6 2012款 1.5T 手动两驱精英型,2013年,4.5万公里,到店服务,4.00万,12.10万
雪铁龙 C4世嘉 2016款 1.6L 手动豪华型,2016年,4.0万公里,到店服务,5.10万,11.70万
别克 昂科威 2016款 28T 四驱精英型,2016年,4.6万公里,到店服务,15.75万,29.30万
宝骏560 2016款 1.8L 手动豪华型,2016年,5.3万公里,到店服务,4.90万,9.10万
菲亚特 菲翔 2015款 1.4T 自动悦享版,2015年,7.1万公里,到店服务,4.96万,12.50万
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,2013年,13.8万公里,到店服务,6.98万,19.50万
宝马X3 2014款 xDrive20i 领先型(进口),2015年,5.7万公里,到店服务,27.00万,49.90万
马自达3星骋 2011款 三厢 1.6L 自动精英型,2013年,2.2万公里,到店服务,5.39万,
奥迪Q5 2012款 2.0TFSI 舒适型,2013年,6.4万公里,到店服务,20.00万,52.30万
哈弗H2 2014款 1.5T 手动两驱精英版,2014年,7.6万公里,到店服务,4.43万,
丰田 卡罗拉 2014款 1.6L CVT GL-i真皮版,2014年,7.8万公里,到店服务,7.51万,14.60万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,2013年,3.9万公里,到店服务,4.71万,10.70万
丰田 雷凌 2016款 双擎 1.8H GS-L CVT领先版,2016年,3.6万公里,到店服务,10.00万,16.80万
日产 阳光 2014款 1.5XE 手动舒适版,2015年,6.0万公里,到店服务,4.01万,8.70万
现代 途胜 2013款 2.0L 自动两驱舒适型,2014年,6.4万公里,到店服务,6.13万,
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2015年,5.3万公里,到店服务,11.16万,20.60万
别克 英朗 2012款 XT 1.6L 自动时尚版,2012年,4.5万公里,到店服务,5.00万,16.30万
荣威550 2012款 550 1.8L 自动超值版,2013年,5.9万公里,到店服务,4.12万,15.20万
别克 君威 2014款 2.0L 精英时尚型,2014年,4.5万公里,到店服务,8.90万,21.00万
大众 速腾 2011款 1.4TSI 自动技术型,2011年,14.9万公里,到店服务,4.50万,17.70万
日产 轩逸 2016款 1.6XL 手动豪华版,2015年,6.4万公里,到店服务,6.80万,13.60万
福特 福睿斯 2015款 1.5L 自动时尚型,2015年,3.9万公里,到店服务,6.28万,13.00万
吉利 博越 2016款 1.8TD 自动智尊型,2016年,3.5万公里,到店服务,8.88万,
雪佛兰 科鲁兹 2013款 1.6L SL天窗版 MT,2013年,6.3万公里,到店服务,4.00万,12.30万
起亚 福瑞迪 2012款 1.6L AT Premium 纪念版,2012年,5.2万公里,到店服务,4.19万,13.30万
福特 翼虎 2015款 1.5L GTDi 四驱精英型,2016年,5.0万公里,到店服务,12.00万,26.00万
别克 凯越 2013款 1.5L 自动尊享型,2015年,4.0万公里,到店服务,5.00万,12.60万
别克 凯越 2015款 1.5L 自动经典型,2016年,2.1万公里,到店服务,5.30万,10.00万
日产 颐达 2008款 1.6L 手动智能型,2010年,5.2万公里,到店服务,3.07万,12.70万
荣威350 2013款 350S 1.5L 自动迅达版,2015年,4.4万公里,到店服务,4.63万,
比亚迪 速锐 2014款 1.5L 手动豪华型,2015年,3.3万公里,到店服务,3.25万,
哈弗H6 2011款 2.0L 手动两驱精英型,2013年,9.6万公里,到店服务,3.85万,
雪佛兰 科鲁兹 2013款 1.6L SL MT,2014年,7.2万公里,到店服务,4.50万,11.80万
起亚K2 2012款 三厢 1.4L MT TOP纪念版,2013年,5.6万公里,到店服务,3.50万,9.20万
别克GL8 2014款 2.4L 经典版,2016年,4.1万公里,到店服务,13.00万,22.70万
雪佛兰 科鲁兹 2011款 1.6L SE MT 变形金刚版,2011年,3.8万公里,|,3.30万,13.40万
起亚K2 2015款 三厢 1.4L MT GLS,2.7万公里,到店服务,|,4.70万,8.50万
起亚K2 2012款 三厢 1.4L MT GLS纪念版,4.4万公里,到店服务,|,3.70万,8.50万
荣威550 2012款 550 1.8L 手动超值版,6.8万公里,到店服务,|,3.50万,13.90万
日产 蓝鸟 2016款 1.6L CVT炫酷版,2018年,2.8万公里,到店服务,8.92万,
大众 桑塔纳 2015款 1.4L 手动舒适版,2015年,3.8万公里,到店服务,5.00万,10.70万
荣威550 2012款 550 1.8L 手动超值版,2012年,7.2万公里,到店服务,3.00万,13.90万
众泰T300 2018款 1.5L CVT精英型,2018年,900公里,到店服务,5.63万,7.60万
日产 骐达 2014款 1.6L CVT酷咖版,2014年,7.8万公里,到店服务,6.00万,13.70万
Jeep 指南者 2014款 2.0L 两驱运动版(进口),2013年,9.4万公里,到店服务,7.42万,24.10万
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,2014年,6.3万公里,到店服务,11.43万,24.20万
哈弗H2 2014款 1.5T 手动两驱精英版,2015年,6.8万公里,到店服务,4.93万,
本田 锋范 2015款 1.5L CVT豪华版,2016年,9.1万公里,到店服务,6.50万,11.50万
现代 索纳塔八 2011款 2.0L 自动时尚版,2013年,5.2万公里,到店服务,7.08万,
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2013年,4.9万公里,到店服务,4.50万,12.80万
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,2015年,3.0万公里,到店服务,4.85万,11.70万
福特 致胜 2013款 2.3L 时尚型,2013年,6.8万公里,到店服务,6.33万,19.50万
比亚迪S6 2012款 2.0L 手动尊贵型,2012年,5.5万公里,到店服务,2.89万,11.70万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2016年,2.8万公里,到店服务,12.80万,22.00万
吉利 博越 2018款 1.8TD 自动两驱智慧型4G互联版,2018年,1.6万公里,到店服务,10.14万,
大众 桑塔纳 2015款 1.6L 手动风尚版,2014年,2.2万公里,到店服务,4.41万,9.80万
日产 阳光 2015款 1.5XE CVT大师版,2016年,3.6万公里,到店服务,5.50万,10.20万
MG6 2010款 掀背 1.8L 自动贺岁版,2011年,8.4万公里,到店服务,3.50万,15.30万
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,2013年,7.9万公里,到店服务,7.12万,
福特 致胜 2013款 2.3L 时尚型,2013年,2.5万公里,到店服务,7.03万,
福特 福克斯 2012款 两厢经典 1.8L 手动基本型,2012年,5.0万公里,到店服务,3.60万,10.80万
福特 福克斯 2012款 两厢 1.6L 手动风尚型,2015年,7.2万公里,到店服务,5.23万,
大众 速腾 2012款 1.4TSI 自动时尚型,2013年,7.6万公里,到店服务,7.40万,16.90万
雪佛兰 科鲁兹 2013款 1.6L SL MT,2014年,4.9万公里,到店服务,4.60万,11.80万
起亚 智跑 2012款 2.0L 手动两驱版GL,2014年,5.4万公里,到店服务,7.00万,17.90万
别克 昂科拉 2013款 1.4T 自动两驱精英型,2013年,4.5万公里,|,9.80万,17.40万
别克 君越 2011款 2.4L SIDI雅致版,8.5万公里,到店服务,|,7.25万,
现代 索纳塔八 2011款 2.0L 自动至尊版,6.8万公里,到店服务,|,8.20万,22.10万
福特 福睿斯 2015款 1.5L 自动时尚型,5.6万公里,到店服务,|,6.00万,13.00万
荣威350 2011款 350S 1.5L 手动迅驰版,5.4万公里,到店服务,|,3.00万,9.70万
别克 英朗 2013款 GT 1.6L 手动舒适版,5.4万公里,到店服务,|,5.00万,14.40万
金龙 凯歌 2018款 2.8T上柴系列SC28R,9.2万公里,|,|,16.00万,20.50万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,到店服务,|,|,4.50万,10.70万
现代 瑞纳 2014款 1.4L 自动智能型GLS,到店服务,|,|,4.94万,9.40万
雪佛兰 科鲁兹 2012款 1.6L SE MT,到店服务,|,|,3.60万,13.00万
别克 威朗 2015款 三厢 20T 双离合豪华型,到店服务,|,|,10.20万,20.20万
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,到店服务,|,|,4.20万,11.70万
大众 桑塔纳 2015款 1.4L 手动风尚版,到店服务,|,|,4.70万,9.20万
奥迪A3 2017款 Sportback 35 TFSI 进取型,2017年,2.4万公里,到店服务,13.79万,
奥迪A4L 2016款 35 TFSI 自动舒适型,2015年,2.9万公里,到店服务,19.50万,
福特 锐界 2012款 2.0T 精锐天窗版(进口),2014年,6.0万公里,到店服务,14.59万,
起亚K5 2011款 2.0L 自动DLX,2012年,12.7万公里,到店服务,6.60万,20.50万
大众 速腾 2017款 230TSI 自动舒适型,2016年,1.4万公里,到店服务,10.91万,
奇瑞 瑞虎3X 2017款 1.5L 手动都市领先版,2017年,2.1万公里,到店服务,4.11万,
传祺GS4 2017款 200T 手动两驱精英版,2017年,1.6万公里,到店服务,6.65万,11.80万
起亚K5 2012款 2.0L 自动DLX,2012年,13.5万公里,到店服务,6.95万,20.50万
别克 英朗 2013款 GT 1.6L 手动进取版,2014年,6.4万公里,到店服务,4.70万,14.90万
标致301 2016款 1.6L 自动舒适版,2017年,3.8万公里,到店服务,5.39万,
比亚迪S6 2011款 2.0L 手动豪华型,2012年,6.6万公里,到店服务,2.97万,
起亚K5 2015款 2.0L 自动LUX,2015年,9.6万公里,到店服务,9.64万,
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2014年,5.3万公里,到店服务,6.22万,13.60万
丰田 YARiS L 致炫 2014款 1.5G 手动炫动版,2014年,3.0万公里,到店服务,4.40万,9.30万
菲亚特 菲翔 2012款 1.4T 自动悦享版,2014年,4.9万公里,到店服务,5.20万,13.30万
东风风神L60 2015款 1.6L 手动新动型,2016年,4.8万公里,到店服务,3.32万,
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,2017年,5.9万公里,到店服务,6.27万,9.30万
日产 逍客 2011款 2.0XV 龙 CVT 4WD,2011年,9.7万公里,到店服务,6.12万,
福特 福克斯 2012款 三厢 1.6L 自动风尚型,2012年,7.0万公里,到店服务,4.50万,15.60万
本田 锋范经典 2012款 1.5L 手动舒适版,2014年,6.7万公里,到店服务,4.39万,
大众 捷达 2015款 1.6L 手动时尚型,2015年,3.7万公里,到店服务,4.36万,
